kode_desa,bundle_id,bundle_bcs,bundle_size,bundle_exit,bundle_kabupaten,bundle_kecamatan,bundle_tech_dom,bundle_interv_type,bundle_pop_2026,bundle_hh_2026,bundle_capex_mid
81.05.08.2006,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.08.2007,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.08.2008,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.08.2009,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.08.2013,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.08.2014,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
81.05.04.2006,116,0.858,4,blended_finance,Seram Bagian Timur,Pulau Gorom,solar_biomass_hybrid,retrofit,1331,409,383151
81.05.04.2032,116,0.858,4,blended_finance,Seram Bagian Timur,Pulau Gorom,solar_biomass_hybrid,retrofit,1331,409,383151
81.05.04.2048,116,0.858,4,blended_finance,Seram Bagian Timur,Pulau Gorom,solar_biomass_hybrid,retrofit,1331,409,383151
81.05.04.2052,116,0.858,4,blended_finance,Seram Bagian Timur,Pulau Gorom,solar_biomass_hybrid,retrofit,1331,409,383151
81.05.04.2003,117,1.0,1,public_good,Seram Bagian Timur,Pulau Gorom,solar_biomass_hybrid,retrofit,8469,2128,2052870
81.05.09.2004,118,0.9231,2,public_good,Seram Bagian Timur,Pulau Panjang,solar_biomass_hybrid,retrofit,335,103,95880
81.05.09.2006,118,0.9231,2,public_good,Seram Bagian Timur,Pulau Panjang,solar_biomass_hybrid,retrofit,335,103,95880
81.05.09.2001,119,0.823,3,blended_finance,Seram Bagian Timur,Pulau Panjang,solar_battery,retrofit,2422,648,498120
81.05.09.2002,119,0.823,3,blended_finance,Seram Bagian Timur,Pulau Panjang,solar_battery,retrofit,2422,648,498120
81.05.09.2003,119,0.823,3,blended_finance,Seram Bagian Timur,Pulau Panjang,solar_battery,retrofit,2422,648,498120
81.05.02.2005,120,0.7908,5,blended_finance,Seram Bagian Timur,Seram Timur,solar_battery,retrofit,2476,709,479956
81.05.02.2046,120,0.7908,5,blended_finance,Seram Bagian Timur,Seram Timur,solar_battery,retrofit,2476,709,479956
81.05.02.2047,120,0.7908,5,blended_finance,Seram Bagian Timur,Seram Timur,solar_battery,retrofit,2476,709,479956
81.05.02.2048,120,0.7908,5,blended_finance,Seram Bagian Timur,Seram Timur,solar_battery,retrofit,2476,709,479956
81.05.02.2049,120,0.7908,5,blended_finance,Seram Bagian Timur,Seram Timur,solar_battery,retrofit,2476,709,479956
81.05.02.2006,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.02.2050,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.02.2051,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.02.2052,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.02.2053,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.02.2054,121,0.742,6,blended_finance,Seram Bagian Timur,Seram Timur,solar_biomass_hybrid,retrofit,3641,1003,841306
81.05.14.2002,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2003,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2004,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2005,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2006,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2007,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2008,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.14.2009,122,0.8068,8,blended_finance,Seram Bagian Timur,Siritaun Wida Timur,solar_biomass_hybrid,retrofit,5528,1566,1546003
81.05.07.2001,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2002,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2003,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2004,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2006,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2007,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2008,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2009,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2010,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2011,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2012,123,0.836,11,blended_finance,Seram Bagian Timur,Siwalalat,micro_hydro,retrofit,6359,1846,2476201
81.05.07.2005,124,1.0,1,public_good,Seram Bagian Timur,Siwalalat,solar_biomass_hybrid,retrofit,899,261,264619
81.05.15.2002,125,0.9425,3,blended_finance,Seram Bagian Timur,Teluk Waru,micro_hydro,new_build,1987,532,696364
81.05.15.2003,125,0.9425,3,blended_finance,Seram Bagian Timur,Teluk Waru,micro_hydro,new_build,1987,532,696364
81.05.15.2004,125,0.9425,3,blended_finance,Seram Bagian Timur,Teluk Waru,micro_hydro,new_build,1987,532,696364
81.05.15.2005,126,0.7873,4,blended_finance,Seram Bagian Timur,Teluk Waru,solar_biomass_hybrid,retrofit,1920,466,406080
81.05.15.2007,126,0.7873,4,blended_finance,Seram Bagian Timur,Teluk Waru,solar_biomass_hybrid,retrofit,1920,466,406080
81.05.15.2009,126,0.7873,4,blended_finance,Seram Bagian Timur,Teluk Waru,solar_biomass_hybrid,retrofit,1920,466,406080
81.05.15.2010,126,0.7873,4,blended_finance,Seram Bagian Timur,Teluk Waru,solar_biomass_hybrid,retrofit,1920,466,406080
81.05.10.2001,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.10.2002,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.10.2004,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.10.2005,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.10.2007,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.10.2009,127,0.8764,6,blended_finance,Seram Bagian Timur,Teor,solar_biomass_hybrid,retrofit,2538,696,712754
81.05.06.2008,128,0.9203,2,public_good,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,1377,396,378133
81.05.06.2010,128,0.9203,2,public_good,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,1377,396,378133
81.05.06.2001,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2002,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2003,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2004,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2005,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2006,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2007,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.06.2011,129,0.8652,8,blended_finance,Seram Bagian Timur,Tutuk Tolu,solar_biomass_hybrid,retrofit,6767,1906,1853890
81.05.05.2008,130,0.9391,2,public_good,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,1862,520,525082
81.05.05.2021,130,0.9391,2,public_good,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,1862,520,525082
81.05.05.2001,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2002,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2004,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2005,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2006,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2010,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2022,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2023,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.05.2024,131,0.8669,9,blended_finance,Seram Bagian Timur,Wakate,solar_biomass_hybrid,retrofit,4991,1463,1483334
81.05.03.2001,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2002,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2004,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2015,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2016,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2018,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2021,132,0.7428,7,blended_finance,Seram Bagian Timur,Werinama,solar_biomass_hybrid,new_build,3862,1192,1316600
81.05.03.2003,133,1.0,1,public_good,Seram Bagian Timur,Werinama,micro_hydro,new_build,2344,751,1014736
